task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
159	33/fb480a	85485	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:12.438	9s	8.4s	281.5%	618.8 MB	14.1 GB	366.8 MB	694.6 KB
173	06/fdf6a8	87109	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:20.628	8.7s	8.3s	323.2%	691.1 MB	14.1 GB	299.1 MB	695.3 KB
161	27/bb9075	87457	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:21.422	9.5s	9s	309.3%	746.8 MB	14.1 GB	394.8 MB	694.8 KB
167	af/651853	89054	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:29.366	10.2s	9.7s	265.1%	918.3 MB	14.1 GB	439.8 MB	695 KB
172	a5/646797	89730	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:30.921	10.8s	10.4s	246.7%	1.3 GB	14 GB	573.5 MB	694.6 KB
170	92/3ac475	91543	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:39.564	9.9s	9.4s	258.4%	1.1 GB	14.1 GB	419.1 MB	694.7 KB
171	dd/cf53e7	92247	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:41.778	8.7s	8.3s	299.3%	603.7 MB	14 GB	346 MB	694.8 KB
166	cf/5e88dc	93930	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:49.449	8.3s	7.8s	290.4%	427 MB	14 GB	274.9 MB	694.6 KB
174	63/d5cb64	94326	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:50.493	8.5s	7.9s	274.8%	510.4 MB	14 GB	354.2 MB	694.6 KB
152	02/45133a	96426	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:19:59.017	47.2s	46.8s	162.1%	1.5 GB	13.8 GB	561.2 MB	1.2 MB
147	ff/9f81ff	96025	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:19:57.809	1m 3s	1m 2s	163.6%	2.4 GB	14.1 GB	556.3 MB	1.2 MB
157	c6/6bbc93	99314	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:20:46.254	49.8s	49.2s	190.7%	1.5 GB	14.2 GB	490 MB	1.2 MB
164	9f/c00c38	100528	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:21:00.386	53.1s	52.6s	187.5%	1.6 GB	14.2 GB	447.5 MB	1.2 MB
160	f0/859df0	107552	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:21:36.027	50.8s	50.3s	152.3%	2.3 GB	14.1 GB	709.4 MB	1.2 MB
153	95/91e43f	109123	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:21:53.473	50.9s	50.4s	148.5%	1.5 GB	14.1 GB	420.7 MB	1.2 MB
146	8b/ef8cc0	110976	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:22:26.858	59.6s	59.2s	158.6%	1.7 GB	14.2 GB	554.4 MB	1.2 MB
144	1a/b83a42	112347	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:22:44.407	1m 2s	1m 1s	169.6%	1.7 GB	14.3 GB	495.6 MB	1.2 MB
168	ad/d17299	114596	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:23:26.509	45.5s	45s	161.3%	1.1 GB	14.2 GB	485.7 MB	1.2 MB
154	1f/83c67c	116039	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:23:45.949	51.7s	51.2s	181.5%	2 GB	14.1 GB	590.7 MB	1.2 MB
156	24/226d53	117664	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:24:11.975	52.2s	51.6s	160.2%	1.8 GB	14 GB	566.7 MB	1.2 MB
143	de/29f979	119254	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:24:37.615	1m 7s	1m 6s	147.2%	2.2 GB	14.4 GB	515 MB	1.2 MB
151	ce/d0a026	120897	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:25:04.166	1m 9s	1m 7s	160.3%	1.7 GB	14.1 GB	527.7 MB	1.2 MB
149	6c/32b1d0	122959	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:25:44.689	47s	46.5s	178.8%	2.1 GB	14.3 GB	521.4 MB	1.2 MB
142	36/f27cca	124659	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:26:12.930	1m 15s	1m 14s	154.8%	2 GB	14.4 GB	586.4 MB	1.2 MB
145	51/63885a	128185	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:26:31.743	1m 2s	1m 2s	185.2%	1.9 GB	14.3 GB	521.8 MB	1.3 MB
179	2f/c69a4f	143006	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:27:27.915	7.9s	7.4s	257.7%	360.2 MB	14 GB	154.7 MB	694.6 KB
176	44/d1c082	145575	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:27:34.115	9.5s	9.2s	294.7%	925.7 MB	14.2 GB	361 MB	695 KB
177	01/24483f	146381	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:27:35.772	8.9s	8.4s	261.5%	583.5 MB	14.1 GB	314 MB	694.6 KB
178	24/d15857	149829	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:27:43.675	10.5s	10s	244.4%	934.3 MB	14.1 GB	363.5 MB	694.8 KB
175	e2/8ffbd0	150384	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:27:44.704	10.2s	9.8s	233.0%	747.9 MB	14 GB	340.1 MB	694.7 KB
169	37/c63e12	153587	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:27:54.138	50.9s	50.4s	163.2%	1.8 GB	14 GB	472.7 MB	1.2 MB
180	5c/268104	153915	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:27:54.926	52.3s	51.8s	214.8%	2 GB	14.7 GB	495.9 MB	1.2 MB
183	f7/203d78	160441	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:28:45.008	16.8s	16.1s	203.0%	963.4 MB	14.2 GB	177 MB	1.2 MB
182	94/0879df	160885	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:28:47.234	48.4s	48s	191.4%	1.7 GB	14.5 GB	503.1 MB	1.2 MB
184	3e/828216	167087	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GATHERPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:29:35.677	7.4s	6.8s	263.3%	292.6 MB	13.8 GB	94.8 MB	697 KB
181	32/90388d	163106	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:29:01.829	45.7s	45.2s	165.5%	1.5 GB	14.2 GB	448.5 MB	1.2 MB
185	fa/8711b8	168371	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:CALCULATECONTAMINATION (S3)	COMPLETED	0	2025-12-09 00:29:43.172	6.4s	5.9s	264.5%	313 MB	13.9 GB	94.4 MB	691.7 KB
186	cc/ceb4c6	170396	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MERGEMUTECTSTATS (S3)	COMPLETED	0	2025-12-09 00:29:49.605	6.8s	6.4s	241.8%	291.1 MB	13.8 GB	94.2 MB	692.5 KB
187	07/c50e06	169832	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MERGE_MUTECT2 (S3)	COMPLETED	0	2025-12-09 00:29:48.672	8.3s	7.7s	280.2%	399.2 MB	11.9 GB	95.9 MB	736.3 KB
188	25/79be83	169337	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:LEARNREADORIENTATIONMODEL (S3)	COMPLETED	0	2025-12-09 00:29:47.626	19.1s	18.6s	187.4%	1 GB	14.7 GB	98.4 MB	4.4 MB
189	c0/099421	174189	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:FILTERMUTECTCALLS (S3)	COMPLETED	0	2025-12-09 00:30:08.799	10.2s	9.7s	276.0%	509 MB	14.1 GB	240.3 MB	758.3 KB
193	0f/0b0a6d	176074	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:BCFTOOLS_STATS (S3)	COMPLETED	0	2025-12-09 00:30:19.056	1.2s	399ms	109.3%	2 MB	11.2 MB	187.4 KB	5 KB
191	f5/ce01e8	176422	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT (S3)	COMPLETED	0	2025-12-09 00:30:20.636	1.8s	0ms	49.2%	1.1 MB	11.9 MB	116 KB	2.1 KB
190	51/61cb3f	176490	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY (S3)	COMPLETED	0	2025-12-09 00:30:21.114	1.4s	0ms	104.6%	1.5 MB	20.4 MB	116 KB	3.6 KB
192	cd/dcd7e0	176489	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL (S3)	COMPLETED	0	2025-12-09 00:30:21.107	1.4s	0ms	104.1%	2.1 MB	20.4 MB	116 KB	2.2 KB
194	25/b9b5da	177178	NFCORE_SAREK:SAREK:MULTIQC	COMPLETED	0	2025-12-09 00:30:23.144	35.9s	34.5s	41.6%	699.9 MB	19.9 GB	100.4 MB	51.3 MB
